分段ID,开始时间,结束时间,持续时长min,纳入统计分钟数,冻结风机数,重复风机功率之和MW,风机编号列表,原异常分钟数,修正后异常分钟数,异常分钟数变化量,原异常占比,修正后异常占比,异常占比变化量,原异常程度总和,修正后异常程度总和,异常程度变化量,异常程度下降率,原平均异常程度,修正后平均异常程度,原最大异常程度,修正后最大异常程度,原偏离程度总和,修正后偏离程度总和,偏离程度变化量,偏离程度下降率,原平均偏离程度,修正后平均偏离程度,原最大偏离程度,修正后最大偏离程度,原负损耗分钟数,修正后负损耗分钟数,站端功率重复硬异常分钟数,物理越限硬异常分钟数,风机联合重复标记分钟数,是否异常分钟减少,是否异常程度下降,是否偏离程度下降,是否全部修正为正常,重复详情
194,2024-07-04 17:45:00,2024-07-04 17:59:00,15,15,38,7.4187,1、2、3、4、6、7、9、10、11、12、13、14、19、22、23、24、25、26、27、28、29、30、31、32、33、34、35、36、37、38、43、44、45、46、47、55、56、58,11,15,4,0.733333,1.0,0.266667,5.809229,1380.989941,1375.180711,-236.723442,0.387282,92.065996,1.645464,137.271834,12.216402,1380.989941,1368.773538,-112.043915,0.814427,92.065996,2.163642,137.271834,0,15,0.0,0,15,False,False,False,False,"1[status=5.0,P=139.57,WS=3.23] 、 2[status=5.0,P=89.63,WS=2.99] 、 3[status=5.0,P=140.85,WS=3.29] 、 4[status=5.0,P=120.37,WS=3.23] 、 6[status=5.0,P=35.85,WS=2.7] 、 7[status=5.0,P=17.93,WS=2.7] 、 9[status=5.0,P=35.85,WS=2.86] 、 10[status=5.0,P=20.49,WS=3.43] 、 11[status=5.0,P=110.12,WS=3.21] 、 12[status=5.0,P=188.23,WS=3.47] 、 13[status=5.0,P=74.27,WS=3.38] 、 14[status=5.0,P=16.65,WS=3.46] 、 19[status=5.0,P=121.65,WS=3.39] 、 22[status=5.0,P=160.06,WS=3.31] 、 23[status=5.0,P=163.9,WS=3.58] 、 24[status=5.0,P=58.9,WS=3.45] 、 25[status=5.0,P=152.38,WS=3.48] 、 26[status=5.0,P=7.68,WS=2.94] 、 27[status=5.0,P=842.56,WS=5.57] 、 28[status=5.0,P=670.97,WS=5.38] 、 29[status=5.0,P=448.17,WS=4.41] 、 30[status=5.0,P=345.73,WS=4.05] 、 31[status=5.0,P=303.47,WS=4.05] 、 32[status=5.0,P=167.74,WS=3.43] 、 33[status=5.0,P=75.55,WS=2.62] 、 34[status=5.0,P=148.54,WS=3.32] 、 35[status=5.0,P=101.16,WS=3.26] 、 36[status=5.0,P=386.71,WS=4.29] 、 37[status=5.0,P=448.17,WS=4.37] 、 38[status=5.0,P=160.06,WS=3.32] 、 43[status=5.0,P=64.88,WS=3.42] 、 44[status=5.0,P=281.71,WS=4.46] 、 45[status=5.0,P=444.75,WS=5.2] 、 46[status=5.0,P=280.0,WS=4.41] 、 47[status=5.0,P=258.66,WS=4.2] 、 55[status=5.0,P=105.0,WS=3.95] 、 56[status=5.0,P=167.32,WS=3.94] 、 58[status=5.0,P=63.17,WS=3.97]"
195,2024-07-04 18:00:00,2024-07-05 11:13:00,1034,1034,0,0.0,,138,138,0,0.133462,0.133462,0.0,27.328291,27.328291,-0.0,0.0,0.02643,0.02643,1.635918,1.635918,206.895121,206.895121,-0.0,0.0,0.200092,0.200092,2.180751,2.180751,2,2,0.0,0,0,False,True,True,False,
196,2024-07-05 11:14:00,2024-07-05 11:17:00,4,4,58,47.91688,1、2、3、4、5、6、7、8、9、10、11、12、13、14、15、16、17、18、19、20、21、22、23、24、25、26、27、28、29、30、31、32、33、34、35、36、37、38、39、40、41、42、43、44、45、46、47、48、49、50、51、52、53、54、55、56、57、58,4,4,0,1.0,1.0,0.0,0.0,3646.6656,3646.6656,,0.0,911.6664,0.0,911.6664,1.630084,3646.6656,3645.035516,-2236.103032,0.407521,911.6664,0.407521,911.6664,0,4,4.0,0,4,False,False,False,False,"1[status=5.0,P=784.93,WS=5.36] 、 2[status=5.0,P=694.02,WS=5.16] 、 3[status=5.0,P=413.6,WS=4.12] 、 4[status=5.0,P=825.91,WS=5.29] 、 5[status=5.0,P=638.96,WS=4.77] 、 6[status=5.0,P=578.78,WS=4.66] 、 7[status=5.0,P=587.74,WS=4.66] 、 8[status=4.0,P=699.14,WS=5.11] 、 9[status=5.0,P=603.11,WS=4.95] 、 10[status=5.0,P=650.48,WS=5.06] 、 11[status=5.0,P=536.52,WS=4.58] 、 12[status=5.0,P=380.3,WS=4.21] 、 13[status=5.0,P=581.34,WS=4.9] 、 14[status=5.0,P=533.96,WS=4.66] 、 15[status=5.0,P=510.91,WS=4.53] 、 16[status=5.0,P=413.6,WS=4.31] 、 17[status=5.0,P=768.29,WS=5.39] 、 18[status=5.0,P=647.92,WS=5.02] 、 19[status=5.0,P=659.45,WS=4.92] 、 20[status=5.0,P=427.68,WS=4.1] 、 21[status=5.0,P=759.33,WS=5.15] 、 22[status=5.0,P=982.13,WS=5.84] 、 23[status=5.0,P=792.62,WS=5.36] 、 24[status=5.0,P=761.89,WS=5.3] 、 25[status=5.0,P=809.26,WS=5.26] 、 26[status=5.0,P=902.74,WS=5.62] 、 27[status=5.0,P=1152.43,WS=6.03] 、 28[status=5.0,P=1167.8,WS=6.23] 、 29[status=5.0,P=1011.58,WS=5.66] 、 30[status=5.0,P=957.8,WS=5.65] 、 31[status=5.0,P=970.6,WS=5.82] 、 32[status=5.0,P=927.07,WS=5.55] 、 33[status=5.0,P=987.25,WS=5.87] 、 34[status=5.0,P=982.13,WS=5.81] 、 35[status=5.0,P=955.24,WS=5.68] 、 36[status=5.0,P=985.97,WS=5.82] 、 37[status=5.0,P=942.43,WS=5.66] 、 38[status=5.0,P=898.9,WS=5.66] 、 39[status=5.0,P=531.83,WS=4.43] 、 40[status=5.0,P=1184.87,WS=6.02] 、 41[status=5.0,P=635.12,WS=5.28] 、 42[status=5.0,P=519.88,WS=4.58] 、 43[status=5.0,P=695.73,WS=5.24] 、 44[status=5.0,P=1024.38,WS=6.13] 、 45[status=5.0,P=1054.26,WS=5.89] 、 46[status=5.0,P=1018.41,WS=6.64] 、 47[status=5.0,P=1002.19,WS=6.05] 、 48[status=5.0,P=873.29,WS=5.67] 、 49[status=5.0,P=936.46,WS=5.6] 、 50[status=5.0,P=1022.68,WS=5.72] 、 51[status=5.0,P=950.12,WS=6.14] 、 52[status=5.0,P=956.09,WS=5.77] 、 53[status=5.0,P=976.58,WS=5.95] 、 54[status=5.0,P=1061.09,WS=5.96] 、 55[status=5.0,P=961.21,WS=6.5] 、 56[status=5.0,P=1108.04,WS=6.01] 、 57[status=5.0,P=1199.38,WS=6.13] 、 58[status=5.0,P=1321.46,WS=7.04]"
197,2024-07-05 11:18:00,2024-07-05 16:48:00,331,331,0,0.0,,20,20,0,0.060423,0.060423,0.0,3.185685,3.185685,-0.0,0.0,0.009624,0.009624,0.426845,0.426845,66.785407,66.785407,-0.0,0.0,0.201769,0.201769,0.920406,0.920406,0,0,0.0,0,0,False,True,True,False,
198,2024-07-05 16:49:00,2024-07-05 16:55:00,7,7,58,182.18128,1、2、3、4、5、6、7、8、9、10、11、12、13、14、15、16、17、18、19、20、21、22、23、24、25、26、27、28、29、30、31、32、33、34、35、36、37、38、39、40、41、42、43、44、45、46、47、48、49、50、51、52、53、54、55、56、57、58,7,7,0,1.0,1.0,0.0,1.419076,25276.0284,25274.609324,-17810.610594,0.202725,3610.8612,0.202725,3610.8612,4.974792,25276.0284,25271.053608,-5079.821458,0.710685,3610.8612,0.710685,3610.8612,0,7,7.0,0,7,False,False,False,False,"1[status=5.0,P=3384.31,WS=8.72] 、 2[status=5.0,P=3608.4,WS=8.69] 、 3[status=5.0,P=3708.27,WS=9.05] 、 4[status=5.0,P=3822.24,WS=9.22] 、 5[status=5.0,P=4426.62,WS=10.02] 、 6[status=5.0,P=4235.83,WS=9.84] 、 7[status=5.0,P=2344.56,WS=9.84] 、 8[status=4.0,P=3886.26,WS=9.43] 、 9[status=5.0,P=3933.64,WS=9.42] 、 10[status=5.0,P=1708.16,WS=6.61] 、 11[status=5.0,P=2827.3,WS=8.09] 、 12[status=5.0,P=3823.52,WS=9.17] 、 13[status=5.0,P=1815.72,WS=6.9] 、 14[status=5.0,P=2175.54,WS=7.54] 、 15[status=5.0,P=2481.57,WS=7.88] 、 16[status=5.0,P=1576.27,WS=6.52] 、 17[status=5.0,P=2035.96,WS=7.1] 、 18[status=5.0,P=1827.25,WS=6.82] 、 19[status=5.0,P=2067.98,WS=7.12] 、 20[status=5.0,P=3151.26,WS=8.44] 、 21[status=5.0,P=3495.71,WS=8.81] 、 22[status=5.0,P=3439.37,WS=8.59] 、 23[status=5.0,P=2875.96,WS=8.18] 、 24[status=5.0,P=3819.67,WS=9.16] 、 25[status=5.0,P=1751.7,WS=6.92] 、 26[status=5.0,P=2708.22,WS=7.82] 、 27[status=5.0,P=4525.22,WS=11.29] 、 28[status=5.0,P=4521.38,WS=11.29] 、 29[status=5.0,P=4394.61,WS=10.16] 、 30[status=5.0,P=4540.59,WS=11.26] 、 31[status=5.0,P=4546.99,WS=11.7] 、 32[status=5.0,P=4540.59,WS=11.3] 、 33[status=5.0,P=4362.6,WS=10.12] 、 34[status=5.0,P=4319.06,WS=10.09] 、 35[status=5.0,P=4223.03,WS=9.88] 、 36[status=5.0,P=3759.49,WS=9.02] 、 37[status=5.0,P=3334.37,WS=8.75] 、 38[status=5.0,P=3353.58,WS=8.74] 、 39[status=5.0,P=2312.55,WS=7.84] 、 40[status=5.0,P=2282.67,WS=7.42] 、 41[status=5.0,P=1404.26,WS=6.8] 、 42[status=5.0,P=1874.62,WS=7.25] 、 43[status=5.0,P=3056.08,WS=7.86] 、 44[status=5.0,P=3331.81,WS=7.82] 、 45[status=5.0,P=3400.1,WS=8.19] 、 46[status=5.0,P=3567.42,WS=8.36] 、 47[status=5.0,P=3758.64,WS=8.41] 、 48[status=5.0,P=3984.86,WS=8.98] 、 49[status=5.0,P=3666.44,WS=8.37] 、 50[status=5.0,P=2092.31,WS=7.1] 、 51[status=5.0,P=1573.28,WS=6.66] 、 52[status=5.0,P=1779.02,WS=7.07] 、 53[status=5.0,P=2269.87,WS=7.18] 、 54[status=5.0,P=2290.35,WS=7.39] 、 55[status=5.0,P=2507.18,WS=7.76] 、 56[status=5.0,P=2650.6,WS=7.84] 、 57[status=5.0,P=3264.37,WS=8.32] 、 58[status=5.0,P=3762.05,WS=8.13]"
199,2024-07-05 16:56:00,2024-07-05 18:53:00,118,118,0,0.0,,9,9,0,0.076271,0.076271,0.0,1.978478,1.978478,0.0,-0.0,0.016767,0.016767,0.833875,0.833875,26.659268,26.659268,0.0,-0.0,0.225926,0.225926,1.370562,1.370562,0,0,0.0,0,0,False,False,False,False,
200,2024-07-05 18:54:00,2024-07-05 18:57:00,4,4,58,282.01745,1、2、3、4、5、6、7、8、9、10、11、12、13、14、15、16、17、18、19、20、21、22、23、24、25、26、27、28、29、30、31、32、33、34、35、36、37、38、39、40、41、42、43、44、45、46、47、48、49、50、51、52、53、54、55、56、57、58,4,4,0,1.0,1.0,0.0,0.0,21800.2416,21800.2416,,0.0,5450.0604,0.0,5450.0604,1.446324,21800.2416,21798.795276,-15071.858632,0.361581,5450.0604,0.361581,5450.0604,0,4,4.0,0,4,False,False,False,False,"1[status=5.0,P=3540.53,WS=8.78] 、 2[status=5.0,P=4183.33,WS=9.03] 、 3[status=5.0,P=4033.52,WS=9.2] 、 4[status=5.0,P=4422.78,WS=9.74] 、 5[status=5.0,P=4349.79,WS=9.64] 、 6[status=5.0,P=4666.07,WS=11.17] 、 7[status=5.0,P=4328.03,WS=11.17] 、 8[status=5.0,P=4593.09,WS=11.75] 、 9[status=5.0,P=4614.85,WS=12.58] 、 10[status=5.0,P=4481.68,WS=10.11] 、 11[status=5.0,P=4488.09,WS=10.32] 、 12[status=5.0,P=4618.69,WS=10.49] 、 13[status=5.0,P=3554.62,WS=8.96] 、 14[status=5.0,P=2706.94,WS=8.23] 、 15[status=5.0,P=3201.2,WS=8.32] 、 16[status=5.0,P=3021.94,WS=8.53] 、 17[status=5.0,P=3705.71,WS=8.91] 、 18[status=5.0,P=4146.2,WS=9.76] 、 19[status=5.0,P=4549.55,WS=12.09] 、 20[status=5.0,P=3694.19,WS=8.91] 、 21[status=5.0,P=4498.33,WS=10.15] 、 22[status=5.0,P=4536.74,WS=12.19] 、 23[status=5.0,P=4438.15,WS=9.62] 、 24[status=5.0,P=4549.55,WS=11.82] 、 25[status=5.0,P=4555.95,WS=10.27] 、 26[status=5.0,P=4497.05,WS=12.45] 、 27[status=5.0,P=4465.04,WS=10.27] 、 28[status=5.0,P=4493.21,WS=10.34] 、 29[status=5.0,P=4479.12,WS=10.27] 、 30[status=5.0,P=4257.6,WS=12.45] 、 31[status=5.0,P=4447.11,WS=10.3] 、 32[status=5.0,P=4481.68,WS=10.31] 、 33[status=5.0,P=4495.77,WS=10.35] 、 34[status=5.0,P=4512.42,WS=12.51] 、 35[status=5.0,P=4497.05,WS=10.38] 、 36[status=5.0,P=4527.78,WS=12.27] 、 37[status=5.0,P=4514.98,WS=11.81] 、 38[status=5.0,P=4497.05,WS=10.31] 、 39[status=5.0,P=6394.72,WS=10.66] 、 40[status=5.0,P=6247.04,WS=11.12] 、 41[status=5.0,P=5948.26,WS=10.12] 、 42[status=5.0,P=5780.95,WS=10.51] 、 43[status=5.0,P=5675.95,WS=10.58] 、 44[status=5.0,P=5431.8,WS=12.4] 、 45[status=5.0,P=5260.22,WS=10.29] 、 46[status=5.0,P=5148.39,WS=10.64] 、 47[status=5.0,P=3593.03,WS=9.75] 、 48[status=5.0,P=6413.5,WS=11.48] 、 49[status=5.0,P=6433.14,WS=12.48] 、 50[status=5.0,P=6428.87,WS=12.22] 、 51[status=5.0,P=6485.21,WS=11.88] 、 52[status=5.0,P=6424.6,WS=12.08] 、 53[status=5.0,P=6388.75,WS=12.1] 、 54[status=5.0,P=6465.58,WS=11.82] 、 55[status=5.0,P=6416.06,WS=12.21] 、 56[status=5.0,P=6480.09,WS=11.87] 、 57[status=5.0,P=6485.21,WS=12.03] 、 58[status=5.0,P=6470.7,WS=11.4]"
201,2024-07-05 18:58:00,2024-07-09 21:02:00,5885,5885,0,0.0,,623,623,0,0.105862,0.105862,0.0,106.706246,106.706246,-0.0,0.0,0.018132,0.018132,1.361127,1.361127,1352.160755,1352.160755,0.0,-0.0,0.229764,0.229764,1.885907,1.885907,1,1,0.0,0,0,False,True,False,False,
202,2024-07-09 21:03:00,2024-07-09 21:17:00,15,15,56,112.32765,1、2、3、4、5、6、7、8、9、10、11、12、13、14、15、16、17、18、19、20、21、22、23、24、25、26、27、28、29、30、31、32、33、34、35、36、37、38、39、40、42、43、44、45、47、48、49、50、51、52、53、54、55、56、57、58,15,15,0,1.0,1.0,0.0,232.500008,20312.33994,20079.839932,-86.3649,15.500001,1354.155996,23.929401,2088.362,239.996698,20312.33994,20072.343242,-83.635914,15.99978,1354.155996,24.42918,2088.362,0,15,0.0,0,15,False,False,False,False,"1[status=5.0,P=2494.38,WS=7.87] 、 2[status=5.0,P=2106.39,WS=7.37] 、 3[status=5.0,P=2108.95,WS=7.39] 、 4[status=5.0,P=1898.95,WS=7.03] 、 5[status=5.0,P=2030.84,WS=7.19] 、 6[status=5.0,P=1980.9,WS=7.09] 、 7[status=5.0,P=1968.1,WS=7.09] 、 8[status=5.0,P=1947.61,WS=7.13] 、 9[status=5.0,P=1534.02,WS=6.76] 、 10[status=5.0,P=1238.23,WS=6.13] 、 11[status=5.0,P=1165.24,WS=5.99] 、 12[status=5.0,P=1325.3,WS=6.27] 、 13[status=5.0,P=1601.88,WS=6.81] 、 14[status=5.0,P=1691.52,WS=6.86] 、 15[status=5.0,P=1927.12,WS=7.09] 、 16[status=5.0,P=1664.63,WS=6.78] 、 17[status=5.0,P=1705.6,WS=6.78] 、 18[status=5.0,P=1745.3,WS=6.93] 、 19[status=5.0,P=3064.19,WS=8.29] 、 20[status=5.0,P=2480.29,WS=7.76] 、 21[status=5.0,P=2155.05,WS=7.49] 、 22[status=5.0,P=2176.82,WS=7.53] 、 23[status=5.0,P=2093.59,WS=7.51] 、 24[status=5.0,P=1604.44,WS=6.91] 、 25[status=5.0,P=1245.91,WS=6.08] 、 26[status=5.0,P=1061.52,WS=5.71] 、 27[status=5.0,P=3051.39,WS=8.51] 、 28[status=5.0,P=3148.7,WS=8.39] 、 29[status=5.0,P=3244.74,WS=8.61] 、 30[status=5.0,P=3286.99,WS=8.66] 、 31[status=5.0,P=3383.03,WS=8.86] 、 32[status=5.0,P=3385.59,WS=8.7] 、 33[status=5.0,P=3210.17,WS=8.44] 、 34[status=5.0,P=3134.62,WS=8.58] 、 35[status=5.0,P=2951.51,WS=8.46] 、 36[status=5.0,P=2487.97,WS=7.7] 、 37[status=5.0,P=2375.29,WS=7.76] 、 38[status=5.0,P=2206.27,WS=7.73] 、 39[status=5.0,P=1187.43,WS=6.38] 、 40[status=5.0,P=1207.07,WS=6.43] 、 42[status=5.0,P=1625.36,WS=6.72] 、 43[status=5.0,P=1331.7,WS=6.98] 、 44[status=5.0,P=1762.8,WS=5.71] 、 45[status=5.0,P=2006.09,WS=6.9] 、 47[status=5.0,P=2304.01,WS=7.22] 、 48[status=5.0,P=1659.5,WS=7.49] 、 49[status=5.0,P=1639.87,WS=6.87] 、 50[status=5.0,P=1784.14,WS=7.09] 、 51[status=5.0,P=1405.97,WS=6.56] 、 52[status=5.0,P=1436.7,WS=6.97] 、 53[status=5.0,P=1252.31,WS=6.68] 、 54[status=5.0,P=1167.8,WS=6.31] 、 55[status=5.0,P=1261.7,WS=6.53] 、 56[status=5.0,P=1308.65,WS=6.42] 、 57[status=5.0,P=1808.89,WS=6.84] 、 58[status=5.0,P=2294.62,WS=6.82]"
203,2024-07-09 21:18:00,2024-07-09 21:18:00,1,1,27,54.86605,30、31、32、33、34、35、36、37、38、39、40、42、43、44、45、47、48、49、50、51、52、53、54、55、56、57、58,1,1,0,1.0,1.0,0.0,12.884525,17.753634,4.86911,-0.377904,12.884525,17.753634,12.884525,17.753634,13.388551,18.243454,4.854902,-0.362616,13.388551,18.243454,13.388551,18.243454,0,1,0.0,0,1,False,False,False,False,"30[status=5.0,P=3286.99,WS=8.66] 、 31[status=5.0,P=3383.03,WS=8.86] 、 32[status=5.0,P=3385.59,WS=8.7] 、 33[status=5.0,P=3210.17,WS=8.44] 、 34[status=5.0,P=3134.62,WS=8.58] 、 35[status=5.0,P=2951.51,WS=8.46] 、 36[status=5.0,P=2487.97,WS=7.7] 、 37[status=5.0,P=2375.29,WS=7.76] 、 38[status=5.0,P=2206.27,WS=7.73] 、 39[status=5.0,P=1187.43,WS=6.38] 、 40[status=5.0,P=1207.07,WS=6.43] 、 42[status=5.0,P=1625.36,WS=6.72] 、 43[status=5.0,P=1331.7,WS=6.98] 、 44[status=5.0,P=1762.8,WS=5.71] 、 45[status=5.0,P=2006.09,WS=6.9] 、 47[status=5.0,P=2304.01,WS=7.22] 、 48[status=5.0,P=1659.5,WS=7.49] 、 49[status=5.0,P=1639.87,WS=6.87] 、 50[status=5.0,P=1784.14,WS=7.09] 、 51[status=5.0,P=1405.97,WS=6.56] 、 52[status=5.0,P=1436.7,WS=6.97] 、 53[status=5.0,P=1252.31,WS=6.68] 、 54[status=5.0,P=1167.8,WS=6.31] 、 55[status=5.0,P=1261.7,WS=6.53] 、 56[status=5.0,P=1308.65,WS=6.42] 、 57[status=5.0,P=1808.89,WS=6.84] 、 58[status=5.0,P=2294.62,WS=6.82]"
204,2024-07-09 21:19:00,2024-07-10 16:21:00,1143,1064,0,0.0,,101,101,0,0.088364,0.088364,0.0,24.329041,24.329041,-0.0,0.0,0.022866,0.022866,2.013081,2.013081,216.608045,216.608045,0.0,-0.0,0.203579,0.203579,2.509583,2.509583,3,3,0.0,0,0,False,True,False,False,
205,2024-07-10 16:22:00,2024-07-10 16:29:00,8,8,31,2.40816,1、3、4、5、6、7、8、9、10、11、12、13、14、15、16、17、18、20、21、23、24、25、26、27、28、30、31、33、35、37、54,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0.0,0,8,False,False,False,False,"1[status=5.0,P=61.46,WS=3.21] 、 3[status=5.0,P=125.49,WS=3.06] 、 4[status=5.0,P=163.9,WS=3.39] 、 5[status=5.0,P=110.12,WS=3.15] 、 6[status=5.0,P=83.23,WS=2.87] 、 7[status=5.0,P=116.52,WS=2.87] 、 8[status=5.0,P=120.37,WS=3.34] 、 9[status=5.0,P=53.78,WS=3.11] 、 10[status=5.0,P=42.26,WS=2.98] 、 11[status=5.0,P=152.38,WS=3.36] 、 12[status=5.0,P=93.48,WS=2.97] 、 13[status=5.0,P=113.96,WS=3.2] 、 14[status=5.0,P=98.6,WS=3.07] 、 15[status=5.0,P=38.41,WS=2.68] 、 16[status=5.0,P=52.5,WS=2.91] 、 17[status=5.0,P=2.56,WS=2.86] 、 18[status=5.0,P=25.61,WS=2.5] 、 20[status=5.0,P=74.27,WS=3.04] 、 21[status=5.0,P=26.89,WS=2.19] 、 23[status=5.0,P=25.61,WS=3.34] 、 24[status=5.0,P=87.07,WS=2.95] 、 25[status=5.0,P=134.45,WS=3.32] 、 26[status=5.0,P=44.82,WS=2.8] 、 27[status=5.0,P=39.69,WS=2.39] 、 28[status=5.0,P=29.45,WS=2.6] 、 30[status=5.0,P=47.38,WS=2.43] 、 31[status=5.0,P=42.26,WS=3.07] 、 33[status=5.0,P=99.88,WS=3.14] 、 35[status=5.0,P=115.24,WS=3.11] 、 37[status=5.0,P=3.84,WS=2.96] 、 54[status=5.0,P=182.68,WS=3.39]"
206,2024-07-10 16:30:00,2024-07-11 13:24:00,1255,1255,0,0.0,,54,54,0,0.043028,0.043028,0.0,8.892933,8.892933,0.0,-0.0,0.007086,0.007086,0.617807,0.617807,90.003725,90.003725,-0.0,0.0,0.071716,0.071716,1.118132,1.118132,0,0,0.0,0,0,False,False,True,False,
207,2024-07-11 13:25:00,2024-07-11 13:28:00,4,4,2,2.12475,40、41,0,4,4,0.0,1.0,1.0,0.0,4.264258,4.264258,,0.0,1.066065,0.0,1.115623,0.455205,6.100935,5.64573,-12.402616,0.113801,1.525234,0.231238,1.586131,0,4,0.0,0,4,False,False,False,False,"40[status=5.0,P=1415.36,WS=6.14] 、 41[status=5.0,P=709.39,WS=4.48]"
208,2024-07-11 13:29:00,2024-07-11 15:09:00,101,101,0,0.0,,10,10,0,0.09901,0.09901,0.0,0.723573,0.723573,-0.0,0.0,0.007164,0.007164,0.309152,0.309152,26.412994,26.412994,0.0,-0.0,0.261515,0.261515,0.848197,0.848197,0,0,0.0,0,0,False,True,False,False,
209,2024-07-11 15:10:00,2024-07-11 15:13:00,4,4,42,8.64115,1、2、3、4、6、7、10、11、12、13、15、16、17、18、19、20、21、22、23、24、25、26、27、28、29、30、31、32、33、34、35、36、37、38、43、45、46、48、49、50、56、58,4,4,0,1.0,1.0,0.0,0.0,488.91736,488.91736,,0.0,122.22934,0.0,122.22934,0.123556,488.91736,488.793804,-3956.063885,0.030889,122.22934,0.030889,122.22934,0,4,4.0,0,4,False,False,False,False,"1[status=5.0,P=377.74,WS=4.12] 、 2[status=5.0,P=234.33,WS=3.79] 、 3[status=5.0,P=363.66,WS=4.19] 、 4[status=5.0,P=576.22,WS=4.8] 、 6[status=5.0,P=153.66,WS=3.41] 、 7[status=5.0,P=236.89,WS=3.41] 、 10[status=5.0,P=137.01,WS=3.18] 、 11[status=5.0,P=83.23,WS=2.86] 、 12[status=5.0,P=116.52,WS=3.14] 、 13[status=5.0,P=48.66,WS=2.77] 、 15[status=5.0,P=35.85,WS=2.9] 、 16[status=5.0,P=75.55,WS=2.87] 、 17[status=5.0,P=16.65,WS=2.56] 、 18[status=5.0,P=81.95,WS=3.25] 、 19[status=5.0,P=345.73,WS=4.16] 、 20[status=5.0,P=347.01,WS=4.07] 、 21[status=5.0,P=286.83,WS=4.05] 、 22[status=5.0,P=394.39,WS=4.29] 、 23[status=5.0,P=257.38,WS=3.83] 、 24[status=5.0,P=334.21,WS=4.07] 、 25[status=5.0,P=309.88,WS=3.95] 、 26[status=5.0,P=174.15,WS=3.48] 、 27[status=5.0,P=267.62,WS=3.82] 、 28[status=5.0,P=327.8,WS=4.03] 、 29[status=5.0,P=504.51,WS=4.59] 、 30[status=5.0,P=252.25,WS=3.67] 、 31[status=5.0,P=302.19,WS=4.17] 、 32[status=5.0,P=389.27,WS=4.08] 、 33[status=5.0,P=230.49,WS=3.7] 、 34[status=5.0,P=247.13,WS=3.7] 、 35[status=5.0,P=142.13,WS=3.34] 、 36[status=5.0,P=218.96,WS=3.61] 、 37[status=5.0,P=134.45,WS=3.45] 、 38[status=5.0,P=151.1,WS=3.39] 、 43[status=5.0,P=20.49,WS=3.74] 、 45[status=5.0,P=40.98,WS=2.91] 、 46[status=5.0,P=46.1,WS=3.84] 、 48[status=5.0,P=32.44,WS=4.8] 、 49[status=5.0,P=64.88,WS=3.73] 、 50[status=5.0,P=98.17,WS=3.49] 、 56[status=5.0,P=148.54,WS=4.17] 、 58[status=5.0,P=34.15,WS=3.62]"
210,2024-07-11 15:14:00,2024-07-12 11:17:00,1204,1204,0,0.0,,25,25,0,0.020764,0.020764,0.0,2.562838,2.562838,-0.0,0.0,0.002129,0.002129,0.434595,0.434595,127.167897,127.167897,-0.0,0.0,0.105621,0.105621,1.110495,1.110495,0,0,0.0,0,0,False,True,True,False,
