region,P_left,P_right,n_before,n_removed,n_after,median_resid,mad,threshold
high,332.0,334.0,1101,2,1099,0.007906520717599896,0.9636618146286322,7.14362503184205
high,334.0,336.0,1108,3,1105,-0.016282366047514873,0.9270418405976235,6.8721611643501825
high,336.0,338.0,1095,3,1092,-0.044714811067669835,0.9419000137962952,6.982304802271936
high,338.0,340.0,1572,15,1557,0.05634880378961871,0.6147770481531234,4.557342257959103
high,340.0,342.0,1340,7,1333,-0.06540872976858081,0.8025914536142293,5.949610445642282
high,342.0,344.0,1896,41,1855,0.0165055556732967,0.5309014513484085,3.935572458845752
high,344.0,346.0,1886,39,1847,0.030146601823314967,0.4867757870655609,3.6084689095170033
high,346.0,348.0,2159,76,2083,-0.030825191346750103,0.39406727198862335,2.921220687251665
high,348.0,350.0,2106,60,2046,-0.011277735000427391,0.43751707114043725,3.243314048364061
high,350.0,352.0,2901,88,2813,0.023369262369649313,0.36520990528106445,2.7073010278485303
high,352.0,354.0,1876,21,1855,-0.021724793978755486,0.5384574526907686,3.9915850967966677
high,354.0,356.0,1734,22,1712,0.008605252778389971,0.49828645183050213,3.6937974674195124
high,356.0,358.0,1811,21,1790,-0.006507351857337973,0.47193334025011957,3.498441851274136
high,358.0,360.0,1706,8,1698,0.001842499668820885,0.5628187746169395,4.1721755762353725
high,360.0,362.0,2111,34,2077,-0.006009877245254813,0.43340551660182225,3.212835094569308
high,362.0,364.0,2852,56,2796,0.011738273206542527,0.33805925599730324,2.506033264708009
high,364.0,366.0,3282,58,3224,0.0007167560894041358,0.30864337832256306,2.28797336350516
high,366.0,368.0,2461,69,2392,-0.008284964373400427,0.28512326584947,2.113618769742121
high,368.0,370.0,2534,60,2474,-0.0006113655086523728,0.2939566013876673,2.179100286086778
high,370.0,372.0,2949,40,2909,-0.007034085955345937,0.31008415352157126,2.298653830055408
high,372.0,374.0,4567,61,4506,0.008629490790921679,0.27836778745191637,2.063540408381056
high,374.0,376.0,3278,29,3249,-0.011932366904660263,0.3079329588799604,2.2827070241771463
high,376.0,378.0,3353,23,3330,0.01597654302828211,0.28358920199163684,2.1022467543640038
high,378.0,380.0,3460,40,3420,-0.009106581160271077,0.25179945265888826,1.8665893425603386
high,380.0,382.0,2107,19,2088,-0.0072224380580028225,0.27410524038476325,2.03194214697225
high,382.0,384.0,3156,20,3136,0.004564154940230658,0.2526886345650672,1.873180848030843
high,384.0,386.0,2748,19,2729,-0.0017047185635261641,0.2161983266745766,1.6026781956386362
high,386.0,388.0,3649,13,3636,-0.0008566095044315603,0.20647662604157624,1.5306112288462046
high,388.0,390.0,977,3,974,-0.011157570682939877,0.20319983812391662,1.5063204000125938
high,390.0,392.0,1720,4,1716,0.0014755492401352654,0.19854980834357594,1.4718497292509283
high,392.0,394.0,132,0,132,0.07610143316002471,0.20769013842406814,1.539606996137617
high,394.0,396.0,98,0,98,-0.025804999999962774,0.18226036736189677,1.3510961032537407
