region,P_left,P_right,n_before,n_removed,n_after,median_resid,mad,threshold
high,320.0,322.0,729,0,729,-0.0019073888198946065,1.0766251498798267,7.981022236059156
high,322.0,324.0,727,1,726,0.019172735403728325,1.0059878114723508,7.457387646444537
high,324.0,326.0,758,0,758,-0.02214129979033741,1.047179876108832,7.762744421594771
high,326.0,328.0,770,0,770,0.002785748165610169,0.972640423218067,7.21018345731553
high,328.0,330.0,782,5,777,-0.04026935487065453,1.0074269229791675,7.468055780044568
high,330.0,332.0,810,1,809,0.0038715121951500286,0.9828694390243995,7.286011151487873
high,332.0,334.0,858,3,855,-0.007145629688452004,1.00739136585368,7.467792195073329
high,334.0,336.0,883,0,883,-0.0012788445378530966,0.964037077822308,7.1464068578967685
high,336.0,338.0,958,0,958,-0.0004377722526114347,0.9539646912928004,7.071740256553529
high,338.0,340.0,1016,1,1015,-0.00417878706956154,0.9122623116731337,6.76260051643294
high,340.0,342.0,1046,2,1044,-0.011533832448793468,0.916475210784748,6.793830737547337
high,342.0,344.0,1047,3,1044,0.01219563456787398,0.9384276049382958,6.956563835407587
high,344.0,346.0,1140,2,1138,-0.05878485279842671,0.8626079145268299,6.39451247038739
high,346.0,348.0,1572,14,1558,0.05555702070644797,0.580679722647599,4.304578783986651
high,348.0,350.0,1318,5,1313,-0.0590582801461661,0.7007807766043377,5.194887896967955
high,350.0,352.0,1842,36,1806,0.029439239003481,0.5177567145015027,3.8381305245996393
high,352.0,354.0,2445,90,2355,0.008957774455319978,0.35291138402397504,2.6161320897697267
high,354.0,356.0,1568,17,1551,-0.017570311818596362,0.5816428210134994,4.311718232173071
high,356.0,358.0,2328,67,2261,-0.007330780281714411,0.34616170771054877,2.566096739258298
high,358.0,360.0,2669,59,2610,0.02015963052987857,0.398041351482739,2.950680538541544
high,360.0,362.0,1811,24,1787,-0.010293960923609902,0.4741267317939748,3.514701462788735
high,362.0,364.0,1608,12,1596,0.002572557891819649,0.5537311198458994,4.104808791417652
high,364.0,366.0,1794,34,1760,-0.004569640163225586,0.47247674074024903,3.502470079107466
high,366.0,368.0,1649,23,1626,-0.004578357289510393,0.48194246406570684,3.5726394861190847
high,368.0,370.0,2095,29,2066,-0.0029526526624019667,0.417672896922312,3.0962091848850988
high,370.0,372.0,3030,49,2981,-0.008133835616440876,0.32964520187101165,2.4436598814698094
high,372.0,374.0,3029,47,2982,0.01930283818271583,0.3013592547217776,2.2339761552525372
high,374.0,376.0,2441,72,2369,-0.018223481368060845,0.2611747013782777,1.9360880613171725
high,376.0,378.0,2441,48,2393,0.011875755059643112,0.2952650908049588,2.1888001181371592
high,378.0,380.0,2670,58,2612,-0.02888181449842886,0.264363358876055,1.9597255793481954
high,380.0,382.0,4744,44,4700,0.03576677343735479,0.2777746072589471,2.0591431636105746
high,382.0,384.0,2889,25,2864,-0.04063183127576586,0.2841743505424663,2.1065844605713027
high,384.0,386.0,3588,39,3549,0.04566840909091585,0.2739133531723228,2.0305196870664286
high,386.0,388.0,3215,39,3176,-0.03985105882350126,0.24899982662532594,1.845835714773541
high,388.0,390.0,2227,22,2205,0.021634895397465215,0.2491498478509282,1.8469478221189306
high,390.0,392.0,2789,20,2769,-0.015695283377782587,0.2478611101101169,1.8373944092462966
high,392.0,394.0,2908,23,2885,0.016932706512226225,0.21783619387405295,1.6148197051883546
high,394.0,396.0,3685,9,3676,-0.005464259178324937,0.2045619214668566,1.516417523833808
high,396.0,398.0,1228,7,1221,-0.0009506207319320836,0.18669438780170022,1.3839654967740036
high,398.0,400.0,1839,3,1836,-0.016874083333343393,0.1819485536537755,1.3487846282354377
high,400.0,402.0,109,0,109,0.010872581087239652,0.2773014755596659,2.0556358383238034
high,402.0,414.0,190,1,189,-0.001365047967108346,0.22220612608497348,1.6472140126679082
